raw_text,file_id,audio_id,video_id
,CQADAgAD3AoAArh5-EoCCDsJLMB5pwI,5402201584211856092,
"_Стань учёным!   Интервью  Ася Казанцева - О карьере, учебе и рациональном мышлении",BAADAgAD2woAArh5-Erb1elq_PoupgI,,5402201584211856091
"_Стань учёным!   Интервью  Ася Казанцева - О карьере, учебе и рациональном мышлении",,,
,CQADAgADqwsAAu1Y8Ere3bLnGud7fgI,5399913728147721131,
_More Knowledge – Ася Казанцева – Зачем нужно спать,BAADAgADqgsAAu1Y8ErriJetgz83-QI,,5399913728147721130
_More Knowledge – Ася Казанцева – Зачем нужно спать,,,
,CQADAgADIwsAAu1Y8EoGhBLt-abZcwI,5399913728147720995,
"_Игра Го  история в России, правила и применение в политике   Роман Юнеман и Павел Авраамов",BAADAgADIgsAAu1Y8ErFHX4ecu2_hwI,,5399913728147720994
"_Игра Го  история в России, правила и применение в политике   Роман Юнеман и Павел Авраамов",,,
,CQADAgADIQ0AAu1Y6EqFXzhQdz9bGwI,5397661928334036257,
"_Лицей 239, ВШЭ, олимпиады, Богдан Чечин и Александр Захарков (Воскресный Podcast 3)",BAADAgADIA0AAu1Y6Eoepo77U4Z2nAI,,5397661928334036256
"Лицей 239, ВШЭ, олимпиады, Путин, Богдан Чечин и Александр Захарков (Воскресный Podcast 3)",,,
,CQADAgADdw0AAu1Y4EoBowPQIgtKogI,5395410128520351095,
"_Савватеев - про российское образование, религию и пьянство",BAADAgADdg0AAu1Y4EpuTsNr0M_ZNAI,,5395410128520351094
"_Савватеев - про российское образование, религию и пьянство",,,
,CQADAgADwAwAApl50EphSIlu7saonAI,5390942451999444160,
_Ася Казанцева - Как мозг принимает решения  (Лекция 2019),BAADAgADvwwAApl50Eq4FpmsKNdZQQI,,5390942451999444159
_Ася Казанцева - Как мозг принимает решения  (Лекция 2019),,,
,CQADAgADawwAApl50Eo9tw3VRgI-DwI,5390942451999444075,
_Сексуальная ориентация. Факторы формирования. Ася Казанцева,BAADAgADagwAApl50Ep-ufj5vQW4hQI,,5390942451999444074
_Сексуальная ориентация. Факторы формирования. Ася Казанцева,,,
,CQADAgADEgwAApl50ErliLpJQqXOcAI,5390942451999443986,
_Как спорт влияет на мозг  – Ася Казанцева,BAADAgADEQwAApl50EpoQt4ZrK2aVAI,,5390942451999443985
_Как спорт влияет на мозг  – Ася Казанцева,,,
,CQADAgADDAwAApl50EoZofHelEKkdQI,5390942451999443980,
"_Ася Казанцева. Мозг, как не глупеть, правильно использовать эмоции и помнить, что он материален",BAADAgADCwwAApl50EpwU8bZupyDCAI,,5390942451999443979
"_Ася Казанцева. Мозг, как не глупеть, правильно использовать эмоции и помнить, что он материален",,,
,CQADAgADBwwAApl50EqllvTc_EqADQI,5390942451999443975,
"_Ася Казанцева  Еда вредная и полезная, Кемерово 2017",BAADAgADBgwAApl50EoYP__tfoRNfgI,,5390942451999443974
"_Ася Казанцева  Еда вредная и полезная, Кемерово 2017",,,
,CQADAgAD2wsAApl50ErXr1z5fZtQIQI,5390942451999443931,
"_Ася Казанцева - старение мозга, перенос сознания, сон и зачем женщине оргазм.",BAADAgAD2gsAApl50Ep2C72smAyn8AI,,5390942451999443930
"_Ася Казанцева - старение мозга, перенос сознания, сон и зачем женщине оргазм.",,,
,,,
"Присылать ссылки на вебинары\лекции, которые вы бы хотели увидеть в обработанном виде в данном канале можно в комментариях под этим постом.",,,
,CQADAgADfQ0AAi5d0Ur3Hn9znXzD7QI,5391192681089076605,
"_Учитель Года Александр Рябчук о работе учителя, семейном обучении, дистанционном образовании и ЕГЭ",BAADAgADfA0AAi5d0UpLbC5sYv3OmgI,,5391192681089076604
"_Учитель Года Александр Рябчук о работе учителя, семейном обучении, дистанционном образовании и ЕГЭ",,,
,CQADAgAD_RAAAi5dyUr8hGOZkYlJqQI,5388940881275392253,
"_Учитель, которого уволили из-за митинга",BAADAgAD_BAAAi5dyUoljmqk5jE0XgI,,5388940881275392252
"_Учитель, которого уволили из-за митинга",,,
,CQADAgAD-xAAAi5dyUqswxx7jgoTzgI,5388940881275392251,
_3 мехматовца 10 лет спустя,BAADAgAD-hAAAi5dyUod-v40cTrCPQI,,5388940881275392250
_3 мехматовца 10 лет спустя,,,
,CQADAgADyxAAAi5dyUrntjKN8rJ7UAI,5388940881275392203,
_Ася Казанцева  Зачем нужно спать и как делать это правильно,BAADAgADyhAAAi5dyUq2cTXj3KCp6gI,,5388940881275392202
_Ася Казанцева  Зачем нужно спать и как делать это правильно,,,
,CQADAgADyRAAAi5dyUrbLnUhNJlyOAI,5388940881275392201,
_АСЯ КАЗАНЦЕВА   Как образ жизни влияет на мозг  Публичное интервью с Анной Шагинян,BAADAgADyBAAAi5dyUr6Hbplx-2DLQI,,5388940881275392200
_АСЯ КАЗАНЦЕВА   Как образ жизни влияет на мозг  Публичное интервью с Анной Шагинян,,,
,CQADAgADxxAAAi5dyUrzjp_GLKZHZAI,5388940881275392199,
_Почему большевики победили в гражданской войне,BAADAgADxhAAAi5dyUqolSotH_1K-QI,,5388940881275392198
_Почему большевики победили в гражданской войне,,,
,CQADAgADwxAAAi5dyUqBaooqonrs6wI,5388940881275392195,
_Ася Казанцева – Любить умных людей и спать с PhD — Мы обречены #16,BAADAgADwhAAAi5dyUrvw8bsFg_59AI,,5388940881275392194
_Ася Казанцева – Любить умных людей и спать с PhD — Мы обречены #16,,,
,CQADAgADgQsAAi5dwUpCekkuQNpXMAI,5386689081461705601,
_Внезапно стрим #6,BAADAgADgAsAAi5dwUpYadKcPayjeAI,,5386689081461705600
_Внезапно стрим #6,,,
,CQADAgADpgoAAk_SwErUtfVEDZaeuQI,5386536391079365286,
"_Араз Исагов. Как ошибаться правильно  Как думать о будущем так, чтобы оно становилось настоящим",BAADAgADpQoAAk_SwEoBT4StQxUcdAI,,5386536391079365285
"Араз Исагов. Как ошибаться правильно  Как думать о будущем так, чтобы оно становилось настоящим",AgADBAADpqsxG6jKhFMk4NU8LCxv0ROHySZdAAu4XQcAAQI,,
,CQADAgADkgoAAk_SwEqoYtLpmvFkwwI,5386536391079365266,
_Егор Мусин – о пользе и вреде привычных продуктов питания,BAADAgADkQoAAk_SwEr2KNlq_2U23wI,,5386536391079365265
_Егор Мусин – о пользе и вреде привычных продуктов питания,,,
,CQADAgADgA0AAk_SuEqTd_iKxJ1FeAI,5384284591265680768,
_ВМК МГУ (Воскресный Podcast №10) [запись трансляции],BAADAgADfw0AAk_SuErV1rzDCR4kzwI,,5384284591265680767
_ВМК МГУ (Воскресный Podcast №10) [запись трансляции],,,
,CQADAgADcA0AAk_SuEpOehT3pYJsTQI,5384284591265680752,
"_Привычки. Вредные привычки, полезные привычки. Зависимость. Сила привычек.",BAADAgADbw0AAk_SuEpNoTkyPnUrwAI,,5384284591265680751
"_Привычки. Вредные привычки, полезные привычки. Зависимость. Сила привычек.",,,
,CQADAgADaA0AAk_SuEqmgO5d1k96ZAI,5384284591265680744,
_Правильное питание и химическое яблоко. Егор Мусин,BAADAgADZw0AAk_SuEqDSXXdV1DziQI,,5384284591265680743
_Правильное питание и химическое яблоко. Егор Мусин,,,
,CQADAgADWQ0AAk_SsEom36RSSVbr-gI,5382032791451995481,
_УСТАЛОСТЬ --- ПРОДУКТИВНОСТЬ. Управление состояниями. Как привести себя в нужную форму для дел,BAADAgADWA0AAk_SsEp8CbgJFH6J5gI,,5382032791451995480
_УСТАЛОСТЬ --- ПРОДУКТИВНОСТЬ. Управление состояниями. Как привести себя в нужную форму для дел,,,
,CQADAgADLw0AAk_SsEqrcp_nPbmlSAI,5382032791451995439,
"_Принцип 80 на 20. Как, прилагая минимум усилий, добиваться результатов  Психология достижений.",BAADAgADLg0AAk_SsEptkUnxpmHyggI,,5382032791451995438
"_Принцип 80 на 20. Как, прилагая минимум усилий, добиваться результатов  Психология достижений.",,,
,CQADAgADJg0AAk_SsEr9Mrx9lATi7wI,5382032791451995430,
"_Татьяна Саранчук. Дочь маминой подруги. 23 года, Senior Business Analyst. Супер-карьера.",BAADAgADJQ0AAk_SsEqlMqJ_hWSXqAI,,5382032791451995429
"_Татьяна Саранчук. Дочь маминой подруги. 23 года, Senior Business Analyst. Супер-карьера.",,,
,CQADAgADJA0AAk_SsEoJkhvrlaAAAWMC,5382032791451995428,
"_Гарри Мурадян. Трудоустройство, реализация карьеры. Как найти работу  Как составлять резюме",BAADAgADIw0AAk_SsEp9kUAofvF-QAI,,5382032791451995427
"_Гарри Мурадян. Трудоустройство, реализация карьеры. Как найти работу  Как составлять резюме",,,
,CQADAgAD8gwAAk_SsEpRjJWdeKM-bAI,5382032791451995378,
_Новогодний релакс-стрим. Болтаем обо всём.,BAADAgAD8QwAAk_SsErtBgT7fuXOzAI,,5382032791451995377
_Новогодний релакс-стрим. Болтаем обо всём.,,,
,CQADAgAD0gsAAnT6sEofoujy8GgP0gI,5382076930830896082,
_Скорочтение. Сколько книг ты прочитаешь за ближайшие десять лет  Как изменит тебя чтение,BAADAgAD0QsAAnT6sEqQ0t8rNKRYxAI,,5382076930830896081
_Скорочтение. Сколько книг ты прочитаешь за ближайшие десять лет  Как изменит тебя чтение,,,
,CQADAgADXAsAAnT6sErxvwG_dFBS6AI,5382076930830895964,
_Дмитрий Белов. Математика в жизни. Зачем она нам нужна,BAADAgADWwsAAnT6sEp5G-xOVQc7JAI,,5382076930830895963
_Дмитрий Белов. Математика в жизни. Зачем она нам нужна,,,
,CQADAgADWgsAAnT6sEp2U6oNpzhyjQI,5382076930830895962,
_ОРАТОРСКОЕ ИСКУССТВО. Публичные выступления. Как убеждать людей,BAADAgADWQsAAnT6sEockaj_E7yrzwI,,5382076930830895961
_ОРАТОРСКОЕ ИСКУССТВО. Публичные выступления. Как убеждать людей,,,
,CQADAgADVgsAAnT6sErbYilrrqe5WwI,5382076930830895958,
_ПРОКРАСТИНАЦИЯ. Мотивация и дисциплина. Как встать с дивана и заняться делами,BAADAgADVQsAAnT6sErLHrCt0KnSYAI,,5382076930830895957
_ПРОКРАСТИНАЦИЯ. Мотивация и дисциплина. Как встать с дивана и заняться делами,,,
,CQADAgADSgsAAnT6sEpHLMktE9hi6wI,5382076930830895946,
"_Зураб Валиев. Самый общительный и жизнерадостный человек, которого я знаю. Мальчик, который выжил.",BAADAgADSQsAAnT6sErtiXKNmrgXRQI,,5382076930830895945
"_Зураб Валиев. Самый общительный и жизнерадостный человек, которого я знаю. Мальчик, который выжил.",,,
,CQADAgADFQsAAnT6sEpDgjVFlCLKkwI,5382076930830895893,
_Твоё окружение. С какими людьми ты должен общаться  ТЫ - ЭТО СРЕДНЕЕ АРИФМЕТИЧЕСКОЕ ОТ ПЯТИ ЛЮДЕЙ  ???,BAADAgADFAsAAnT6sEpf4vrcLXOLzQI,,5382076930830895892
_Твоё окружение. С какими людьми ты должен общаться  ТЫ - ЭТО СРЕДНЕЕ АРИФМЕТИЧЕСКОЕ ОТ ПЯТИ ЛЮДЕЙ  ???,,,
,CQADAgAD5AoAAnT6sEq9Oyvy4YiHzAI,5382076930830895844,
_РАЦИОНАЛЬНОЕ МЫШЛЕНИЕ. Введение в рациональное мышление. Когнитивные искажения и парадоксы.,BAADAgAD4woAAnT6sErwkd52hESShwI,,5382076930830895843
_РАЦИОНАЛЬНОЕ МЫШЛЕНИЕ. Введение в рациональное мышление. Когнитивные искажения и парадоксы.,,,
,CQADAgAD2QoAAnT6sEpw-2yY9UuuswI,5382076930830895833,
_Никита Богушевский. История одного трейдера. Как торгуют акциями большие дяди,BAADAgAD2AoAAnT6sEq5tLo9v7TvOwI,,5382076930830895832
_Никита Богушевский. История одного трейдера. Как торгуют акциями большие дяди,,,
,CQADAgAD1woAAnT6sErVqSRxYRCHpAI,5382076930830895831,
_Инвестиции-1. Сколько всего денег тебе надо заработать  Насколько сильно ты этого хочешь,BAADAgAD1goAAnT6sEqMbwmMExBMYQI,,5382076930830895830
_Инвестиции-1. Сколько всего денег тебе надо заработать  Насколько сильно ты этого хочешь,,,
,CQADAgAD0woAAnT6sEo-jTOUKcHM2gI,5382076930830895827,
_Как ставить цели  SMART. Воркшоп - придумываем и пишем цели и мечты вместе в лайве. КАК ХОТЕТЬ,BAADAgAD0goAAnT6sEpantdgch2xeAI,,5382076930830895826
_Как ставить цели  SMART. Воркшоп - придумываем и пишем цели и мечты вместе в лайве. КАК ХОТЕТЬ,,,
,CQADAgAD1QwAAnT6qEpCP6IxPzmxuQI,5379825131017211093,
"_Креативность. Брейншторминг. Как родить идею, когда идей нет  Как развить нешаблонное мышление",BAADAgAD1AwAAnT6qEopM4qMQbuiggI,,5379825131017211092
"_Креативность. Брейншторминг. Как родить идею, когда идей нет  Как развить нешаблонное мышление",,,
,CQADAgADwQwAAnT6qEqiyEH_xnkuYAI,5379825131017211073,
_Новогоднее планирование. Ставим цели на 2021. New Year’s Resolution. Планы 20-5-1.,BAADAgADwAwAAnT6qErbPWbFTFMH7AI,,5379825131017211072
_Новогоднее планирование. Ставим цели на 2021. New Year’s Resolution. Планы 20-5-1.,,,
,CQADAgADhQsAAnT6qErq4m_mnmQRwwI,5379825131017210757,
"_Инвестиции-3. Куда вкладывать деньги  Акции, облигации. Риски и диверсификация.",BAADAgADhAsAAnT6qEos0BqSbdg-bQI,,5379825131017210756
"_Инвестиции-3. Куда вкладывать деньги  Акции, облигации. Риски и диверсификация.",,,
,CQADAgADfwsAAnT6qEra6Cd7LirQLwI,5379825131017210751,
_Скорочтение. Сколько книг ты прочитаешь за ближайшие десять лет  Они смогут тебя изменить,BAADAgADfgsAAnT6qEpUkgNpkVR-yAI,,5379825131017210750
_Скорочтение. Сколько книг ты прочитаешь за ближайшие десять лет  Они смогут тебя изменить,,,
,CQADAgADeQsAAnT6qEruCaBd0ts8RAI,5379825131017210745,
_БЛАГОТВОРИТЕЛЬНОСТЬ. Эффективный альтруизм. Надо ли жертвовать и куда,BAADAgADeAsAAnT6qEpjL_me7ydAegI,,5379825131017210744
_БЛАГОТВОРИТЕЛЬНОСТЬ. Эффективный альтруизм. Надо ли жертвовать и куда,,,
,CQADAgADswoAAufloUoo6_wCUqA7AAEC,5377832210357291699,
"_Инвестиции-2. Заработать, чтобы отложить. Как увеличить свой доход  Сколько стоит твой час",BAADAgADsgoAAufloUoI6xz4ZWY2UQI,,5377832210357291698
"_Инвестиции-2. Заработать, чтобы отложить. Как увеличить свой доход  Сколько стоит твой час",,,
,CQADAgADqgoAAufloUqxFfPvhS9eeQI,5377832210357291690,
_Тайм-менеджмент по системе GTD (часть 2). Практика. Разбираем корзину.,BAADAgADqQoAAufloUp4Bv-8w03wlQI,,5377832210357291689
_Тайм-менеджмент по системе GTD (часть 2). Практика. Разбираем корзину.,,,
,CQADAgADmwoAAufloUppmxHhEkBvOQI,5377832210357291675,
_Getting Things Done - часть 3. Делегирование. Как перепоручить всё на свете,BAADAgADmgoAAufloUosSDOfZQsF9gI,,5377832210357291674
_Getting Things Done - часть 3. Делегирование. Как перепоручить всё на свете,,,
,CQADAgADaAwAAuflmUpD_YxWJ5dmjgI,5375580410543606888,
"_GTD Тайм-менеджмент. Четыре уровня тайм-менеджмента, от спонтанного переключения между делами до GTD",BAADAgADZwwAAuflmUoDZ7QYA8dxBQI,,5375580410543606887
"_GTD Тайм-менеджмент. Четыре уровня тайм-менеджмента, от спонтанного переключения между делами до GTD",,,
,CQADAgADDgwAAuflmUpZIvqPwzpG9AI,5375580410543606798,
_Алексей Савватеев и Роман Юнеман   Если бы я был министром просвещения России,BAADAgADDQwAAuflmUq_KJYiJiWeTwI,,5375580410543606797
_Алексей Савватеев и Роман Юнеман   Если бы я был министром просвещения России,,,
,CQADAgADbQsAAuflmUqmchxhDXFlmwI,5375580410543606637,
_С какими людьми не стоит общаться  Как поменять себя за счет окружения,BAADAgADbAsAAuflmUowPWwxlKiiJAI,,5375580410543606636
_С какими людьми не стоит общаться  Как поменять себя за счет окружения,,,
,CQADAgADvg0AAuflkUpZiiMafUu4EgI,5373328610729921982,
05) Внезапно стрим  ),BAADAgADvQ0AAuflkUqWRywmQB92sAI,,5373328610729921981
05) Внезапно стрим  ),,,
,CQADAgADsw0AAuflkUpdz5Yad60GSQI,5373328610729921971,
04) Внезапно стрим  ),BAADAgADsg0AAuflkUq-tRYKv_HTpgI,,5373328610729921970
04) Внезапно стрим  ),,,
,CQADAgADqg0AAuflkUpM67KyCZ463gI,5373328610729921962,
03) Внезапно стрим  ),BAADAgADqQ0AAuflkUrmAqKxHtT8CgI,,5373328610729921961
03) Внезапно стрим  ),,,
,CQADAgADpg0AAuflkUo6-ImKAAE1XB4C,5373328610729921958,
02) Внезапно стрим  ),BAADAgADpQ0AAuflkUqTKxaqjzZeKwI,,5373328610729921957
02) Внезапно стрим  ),,,
,CQADAgADlA0AAuflkUotcvLsHu7jsAI,5373328610729921940,
01) Внезапно стрим  ),BAADAgADkw0AAuflkUpFWk4tlf7kHAI,,5373328610729921939
01) Внезапно стрим  ),,,
,CQADAgADiA0AAuflkUrr-VUQkmhjYAI,5373328610729921928,
Роман Юнеман. Политик из Чертаново. Эффективный альтруизм в политике  как РЕАЛЬНО повлиять на мир,BAADAgADhw0AAuflkUpX3qTjLHoemgI,,5373328610729921927
Роман Юнеман. Политик из Чертаново. Эффективный альтруизм в политике  как РЕАЛЬНО повлиять на мир,,,
,CQADAgADdg0AAuflkUplJPFffNSkTQI,5373328610729921910,
Биохакинг без веществ. Как стать машиной,BAADAgADdQ0AAuflkUo53xrOVib1lAI,,5373328610729921909
"Биохакинг без веществ. Как стать машиной
Дополнение: связанный вебинар",,,
"Как был создан этот канал? 

Существует большое количество интересных лекций, которые было бы полезно и интересно посмотреть, но на которые никогда не хватает времени, чтобы сесть за них и смотреть их в течение пары часов. Мы обрабатываем их и заливаем в канал в виде подкаста (аудиодорожки) и полного видеоролика. Таким образом, появляется возможность прослушать\просмотреть лекции между делом во время готовки еды\поездки куда-то. В таком формате улавливать мысли с лекций удобно, так как на это действительно есть время.

Примерная концепция канала сейчас следующая: мы предлагаем вам обработанную лекцию, которая вероятно будет на тему саморазвития, или на другую отвлеченную тему, а вы сами решаете, слушать\смотреть данную лекцию, или пропустить её.",,,
"Лекции и вебинары по саморазвитию и другим интересам в удобном формате для прослушивания как подкаст или просмотра

Лекции обработаны: в них убраны все паузы из речи спикеров и тишина. Благодаря этому слушать их удобнее - слово влетает в голову одно за другим и мысль быстро передаётся в мозг. Это экономит время просмотра\прослушивания и поддерживает интерес благодаря непрерывной подаче предложений. По сути мы создаём обработанный подкаст из записей лекций, прямых трансляций и вебинаров.

Как это использовать:
- слушать в аудио формате как подкаст (есть возможность слушать на [2х] ускорении прямо в Telegram) - удобнее выбирать аудиозапись из вкладки музыка в файлах канала
- нажать на видео и смотреть лекцию в Telegram (включить предварительное воспроизведение в настройках Telegram, чтобы смотреть, не скачивая видео)
• также можно нажать на ""окно в окне"" и смотреть лекцию параллельно с использованием другого приложения

Что здесь за контент?
Преимущественно контент по саморазвитию: спичи АР, Аси Казанцевой, Артура Хачуяна, Алексея Савватеева и других лекторов. Помимо этого здесь иногда появляется контент по другим темам, которые показались интересными команде канала. Их можно воспринимать как предложение к прослушиванию и пропускать их, если они не заинтересовали.",,,
,,,
